source name	characteristics[organism]	characteristics[organism part]	characteristics[disease]	characteristics[age]	characteristics[sex]	characteristics[individual]	characteristics[biological replicate]	characteristics[sample type]	characteristics[sample matrix]	assay name	technology type	comment[technical replicate]	comment[data file]	comment[file uri]	comment[platform]	comment[panel version]	comment[quantification unit]	comment[plate]	comment[normalization method]	comment[somascan menu]	comment[somascan platform]	comment[dilution]	comment[sdrf template]	comment[sdrf template]	comment[sdrf template]	comment[sdrf version]	comment[sdrf annotation tool]
PAD000036-2051-Plasma00-10	Homo sapiens	Blood	not available	not available	not available	2051	29	not applicable	blood plasma	PAD000036-r00030-2051-Plasma00-10	protein expression profiling by aptamer array	1	SS-2342591_v4.1_CADRE_Cord__HeparinPlasma.hybNorm.medNormInt.plateScale.calibrate.anmlQC.qcCheck.medNormSMP.adat	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2026/04/PAD000036/SS-2342591_v4.1_CADRE_Cord__HeparinPlasma.hybNorm.medNormInt.plateScale.calibrate.anmlQC.qcCheck.medNormSMP.adat	SomaScan Assay	v4.1	RFU	PLT25118	Raw RFU, Hyb Normalization, medNormInt (SampleId), plateScale, Calibration, anmlQC, qcCheck, medNormSMP	SomaScan 7K	SomaScan Assay v4.1	20%	NT=affinity-proteomics;VV=v1.0.0	NT=human;VV=v1.1.0	NT=somascan;VV=v1.0.0	v1.1.0	NT=sdrf-skills-autoresearch;VV=v0.0.0
PAD000036-178	Homo sapiens	Blood	not available	not available	not available	201	30	not applicable	blood plasma	PAD000036-r00031-178	protein expression profiling by aptamer array	1	SS-2342591_v4.1_CADRE_Cord__HeparinPlasma.hybNorm.medNormInt.plateScale.calibrate.anmlQC.qcCheck.medNormSMP.adat	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2026/04/PAD000036/SS-2342591_v4.1_CADRE_Cord__HeparinPlasma.hybNorm.medNormInt.plateScale.calibrate.anmlQC.qcCheck.medNormSMP.adat	SomaScan Assay	v4.1	RFU	PLT25118	Raw RFU, Hyb Normalization, medNormInt (SampleId), plateScale, Calibration, anmlQC, qcCheck, medNormSMP	SomaScan 7K	SomaScan Assay v4.1	20%	NT=affinity-proteomics;VV=v1.0.0	NT=human;VV=v1.1.0	NT=somascan;VV=v1.0.0	v1.1.0	NT=sdrf-skills-autoresearch;VV=v0.0.0
PAD000036-782776	Homo sapiens	Blood	not available	not available	not available	10108	31	not applicable	blood plasma	PAD000036-r00032-782776	protein expression profiling by aptamer array	1	SS-2342591_v4.1_CADRE_Cord__HeparinPlasma.hybNorm.medNormInt.plateScale.calibrate.anmlQC.qcCheck.medNormSMP.adat	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2026/04/PAD000036/SS-2342591_v4.1_CADRE_Cord__HeparinPlasma.hybNorm.medNormInt.plateScale.calibrate.anmlQC.qcCheck.medNormSMP.adat	SomaScan Assay	v4.1	RFU	PLT25118	Raw RFU, Hyb Normalization, medNormInt (SampleId), plateScale, Calibration, anmlQC, qcCheck, medNormSMP	SomaScan 7K	SomaScan Assay v4.1	20%	NT=affinity-proteomics;VV=v1.0.0	NT=human;VV=v1.1.0	NT=somascan;VV=v1.0.0	v1.1.0	NT=sdrf-skills-autoresearch;VV=v0.0.0
PAD000036-10507	Homo sapiens	Blood	not available	not available	not available	10507	32	not applicable	blood plasma	PAD000036-r00033-10507	protein expression profiling by aptamer array	1	SS-2342591_v4.1_CADRE_Cord__HeparinPlasma.hybNorm.medNormInt.plateScale.calibrate.anmlQC.qcCheck.medNormSMP.adat	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2026/04/PAD000036/SS-2342591_v4.1_CADRE_Cord__HeparinPlasma.hybNorm.medNormInt.plateScale.calibrate.anmlQC.qcCheck.medNormSMP.adat	SomaScan Assay	v4.1	RFU	PLT25118	Raw RFU, Hyb Normalization, medNormInt (SampleId), plateScale, Calibration, anmlQC, qcCheck, medNormSMP	SomaScan 7K	SomaScan Assay v4.1	20%	NT=affinity-proteomics;VV=v1.0.0	NT=human;VV=v1.1.0	NT=somascan;VV=v1.0.0	v1.1.0	NT=sdrf-skills-autoresearch;VV=v0.0.0
PAD000036-782768	Homo sapiens	Blood	not available	not available	not available	10470	33	not applicable	blood plasma	PAD000036-r00034-782768	protein expression profiling by aptamer array	1	SS-2342591_v4.1_CADRE_Cord__HeparinPlasma.hybNorm.medNormInt.plateScale.calibrate.anmlQC.qcCheck.medNormSMP.adat	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2026/04/PAD000036/SS-2342591_v4.1_CADRE_Cord__HeparinPlasma.hybNorm.medNormInt.plateScale.calibrate.anmlQC.qcCheck.medNormSMP.adat	SomaScan Assay	v4.1	RFU	PLT25118	Raw RFU, Hyb Normalization, medNormInt (SampleId), plateScale, Calibration, anmlQC, qcCheck, medNormSMP	SomaScan 7K	SomaScan Assay v4.1	20%	NT=affinity-proteomics;VV=v1.0.0	NT=human;VV=v1.1.0	NT=somascan;VV=v1.0.0	v1.1.0	NT=sdrf-skills-autoresearch;VV=v0.0.0
PAD000036-782765	Homo sapiens	Blood	not available	not available	not available	55912	34	not applicable	blood plasma	PAD000036-r00035-782765	protein expression profiling by aptamer array	1	SS-2342591_v4.1_CADRE_Cord__HeparinPlasma.hybNorm.medNormInt.plateScale.calibrate.anmlQC.qcCheck.medNormSMP.adat	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2026/04/PAD000036/SS-2342591_v4.1_CADRE_Cord__HeparinPlasma.hybNorm.medNormInt.plateScale.calibrate.anmlQC.qcCheck.medNormSMP.adat	SomaScan Assay	v4.1	RFU	PLT25118	Raw RFU, Hyb Normalization, medNormInt (SampleId), plateScale, Calibration, anmlQC, qcCheck, medNormSMP	SomaScan 7K	SomaScan Assay v4.1	20%	NT=affinity-proteomics;VV=v1.0.0	NT=human;VV=v1.1.0	NT=somascan;VV=v1.0.0	v1.1.0	NT=sdrf-skills-autoresearch;VV=v0.0.0
PAD000036-782764	Homo sapiens	Blood	not available	not available	not available	55867	35	not applicable	blood plasma	PAD000036-r00036-782764	protein expression profiling by aptamer array	1	SS-2342591_v4.1_CADRE_Cord__HeparinPlasma.hybNorm.medNormInt.plateScale.calibrate.anmlQC.qcCheck.medNormSMP.adat	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2026/04/PAD000036/SS-2342591_v4.1_CADRE_Cord__HeparinPlasma.hybNorm.medNormInt.plateScale.calibrate.anmlQC.qcCheck.medNormSMP.adat	SomaScan Assay	v4.1	RFU	PLT25118	Raw RFU, Hyb Normalization, medNormInt (SampleId), plateScale, Calibration, anmlQC, qcCheck, medNormSMP	SomaScan 7K	SomaScan Assay v4.1	20%	NT=affinity-proteomics;VV=v1.0.0	NT=human;VV=v1.1.0	NT=somascan;VV=v1.0.0	v1.1.0	NT=sdrf-skills-autoresearch;VV=v0.0.0
PAD000036-782736	Homo sapiens	Blood	not available	not available	not available	10777	36	not applicable	blood plasma	PAD000036-r00037-782736	protein expression profiling by aptamer array	1	SS-2342591_v4.1_CADRE_Cord__HeparinPlasma.hybNorm.medNormInt.plateScale.calibrate.anmlQC.qcCheck.medNormSMP.adat	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2026/04/PAD000036/SS-2342591_v4.1_CADRE_Cord__HeparinPlasma.hybNorm.medNormInt.plateScale.calibrate.anmlQC.qcCheck.medNormSMP.adat	SomaScan Assay	v4.1	RFU	PLT25118	Raw RFU, Hyb Normalization, medNormInt (SampleId), plateScale, Calibration, anmlQC, qcCheck, medNormSMP	SomaScan 7K	SomaScan Assay v4.1	20%	NT=affinity-proteomics;VV=v1.0.0	NT=human;VV=v1.1.0	NT=somascan;VV=v1.0.0	v1.1.0	NT=sdrf-skills-autoresearch;VV=v0.0.0
PAD000036-008	Homo sapiens	Blood	not available	not available	not available	2281	37	not applicable	blood plasma	PAD000036-r00038-008	protein expression profiling by aptamer array	1	SS-2342591_v4.1_CADRE_Cord__HeparinPlasma.hybNorm.medNormInt.plateScale.calibrate.anmlQC.qcCheck.medNormSMP.adat	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2026/04/PAD000036/SS-2342591_v4.1_CADRE_Cord__HeparinPlasma.hybNorm.medNormInt.plateScale.calibrate.anmlQC.qcCheck.medNormSMP.adat	SomaScan Assay	v4.1	RFU	PLT25118	Raw RFU, Hyb Normalization, medNormInt (SampleId), plateScale, Calibration, anmlQC, qcCheck, medNormSMP	SomaScan 7K	SomaScan Assay v4.1	20%	NT=affinity-proteomics;VV=v1.0.0	NT=human;VV=v1.1.0	NT=somascan;VV=v1.0.0	v1.1.0	NT=sdrf-skills-autoresearch;VV=v0.0.0
PAD000036-782777	Homo sapiens	Blood	not available	not available	not available	10117	38	not applicable	blood plasma	PAD000036-r00039-782777	protein expression profiling by aptamer array	1	SS-2342591_v4.1_CADRE_Cord__HeparinPlasma.hybNorm.medNormInt.plateScale.calibrate.anmlQC.qcCheck.medNormSMP.adat	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2026/04/PAD000036/SS-2342591_v4.1_CADRE_Cord__HeparinPlasma.hybNorm.medNormInt.plateScale.calibrate.anmlQC.qcCheck.medNormSMP.adat	SomaScan Assay	v4.1	RFU	PLT25118	Raw RFU, Hyb Normalization, medNormInt (SampleId), plateScale, Calibration, anmlQC, qcCheck, medNormSMP	SomaScan 7K	SomaScan Assay v4.1	20%	NT=affinity-proteomics;VV=v1.0.0	NT=human;VV=v1.1.0	NT=somascan;VV=v1.0.0	v1.1.0	NT=sdrf-skills-autoresearch;VV=v0.0.0
PAD000036-10022	Homo sapiens	Blood	not available	not available	not available	10022	39	not applicable	blood plasma	PAD000036-r00040-10022	protein expression profiling by aptamer array	1	SS-2342591_v4.1_CADRE_Cord__HeparinPlasma.hybNorm.medNormInt.plateScale.calibrate.anmlQC.qcCheck.medNormSMP.adat	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2026/04/PAD000036/SS-2342591_v4.1_CADRE_Cord__HeparinPlasma.hybNorm.medNormInt.plateScale.calibrate.anmlQC.qcCheck.medNormSMP.adat	SomaScan Assay	v4.1	RFU	PLT25118	Raw RFU, Hyb Normalization, medNormInt (SampleId), plateScale, Calibration, anmlQC, qcCheck, medNormSMP	SomaScan 7K	SomaScan Assay v4.1	20%	NT=affinity-proteomics;VV=v1.0.0	NT=human;VV=v1.1.0	NT=somascan;VV=v1.0.0	v1.1.0	NT=sdrf-skills-autoresearch;VV=v0.0.0
PAD000036-3781-Plasma00-09	Homo sapiens	Blood	not available	not available	not available	3781	40	not applicable	blood plasma	PAD000036-r00041-3781-Plasma00-09	protein expression profiling by aptamer array	1	SS-2342591_v4.1_CADRE_Cord__HeparinPlasma.hybNorm.medNormInt.plateScale.calibrate.anmlQC.qcCheck.medNormSMP.adat	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2026/04/PAD000036/SS-2342591_v4.1_CADRE_Cord__HeparinPlasma.hybNorm.medNormInt.plateScale.calibrate.anmlQC.qcCheck.medNormSMP.adat	SomaScan Assay	v4.1	RFU	PLT25118	Raw RFU, Hyb Normalization, medNormInt (SampleId), plateScale, Calibration, anmlQC, qcCheck, medNormSMP	SomaScan 7K	SomaScan Assay v4.1	20%	NT=affinity-proteomics;VV=v1.0.0	NT=human;VV=v1.1.0	NT=somascan;VV=v1.0.0	v1.1.0	NT=sdrf-skills-autoresearch;VV=v0.0.0
PAD000036-2201-Plasma00-10	Homo sapiens	Blood	not available	not available	not available	2201	41	not applicable	blood plasma	PAD000036-r00042-2201-Plasma00-10	protein expression profiling by aptamer array	1	SS-2342591_v4.1_CADRE_Cord__HeparinPlasma.hybNorm.medNormInt.plateScale.calibrate.anmlQC.qcCheck.medNormSMP.adat	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2026/04/PAD000036/SS-2342591_v4.1_CADRE_Cord__HeparinPlasma.hybNorm.medNormInt.plateScale.calibrate.anmlQC.qcCheck.medNormSMP.adat	SomaScan Assay	v4.1	RFU	PLT25118	Raw RFU, Hyb Normalization, medNormInt (SampleId), plateScale, Calibration, anmlQC, qcCheck, medNormSMP	SomaScan 7K	SomaScan Assay v4.1	20%	NT=affinity-proteomics;VV=v1.0.0	NT=human;VV=v1.1.0	NT=somascan;VV=v1.0.0	v1.1.0	NT=sdrf-skills-autoresearch;VV=v0.0.0
PAD000036-1971-Plasma00-10	Homo sapiens	Blood	not available	not available	not available	1971	42	not applicable	blood plasma	PAD000036-r00043-1971-Plasma00-10	protein expression profiling by aptamer array	1	SS-2342591_v4.1_CADRE_Cord__HeparinPlasma.hybNorm.medNormInt.plateScale.calibrate.anmlQC.qcCheck.medNormSMP.adat	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2026/04/PAD000036/SS-2342591_v4.1_CADRE_Cord__HeparinPlasma.hybNorm.medNormInt.plateScale.calibrate.anmlQC.qcCheck.medNormSMP.adat	SomaScan Assay	v4.1	RFU	PLT25118	Raw RFU, Hyb Normalization, medNormInt (SampleId), plateScale, Calibration, anmlQC, qcCheck, medNormSMP	SomaScan 7K	SomaScan Assay v4.1	20%	NT=affinity-proteomics;VV=v1.0.0	NT=human;VV=v1.1.0	NT=somascan;VV=v1.0.0	v1.1.0	NT=sdrf-skills-autoresearch;VV=v0.0.0
PAD000036-782793	Homo sapiens	Blood	not available	not available	not available	10818	43	not applicable	blood plasma	PAD000036-r00044-782793	protein expression profiling by aptamer array	1	SS-2342591_v4.1_CADRE_Cord__HeparinPlasma.hybNorm.medNormInt.plateScale.calibrate.anmlQC.qcCheck.medNormSMP.adat	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2026/04/PAD000036/SS-2342591_v4.1_CADRE_Cord__HeparinPlasma.hybNorm.medNormInt.plateScale.calibrate.anmlQC.qcCheck.medNormSMP.adat	SomaScan Assay	v4.1	RFU	PLT25118	Raw RFU, Hyb Normalization, medNormInt (SampleId), plateScale, Calibration, anmlQC, qcCheck, medNormSMP	SomaScan 7K	SomaScan Assay v4.1	20%	NT=affinity-proteomics;VV=v1.0.0	NT=human;VV=v1.1.0	NT=somascan;VV=v1.0.0	v1.1.0	NT=sdrf-skills-autoresearch;VV=v0.0.0
PAD000036-10152	Homo sapiens	Blood	not available	not available	not available	10296	44	not applicable	blood plasma	PAD000036-r00045-10152	protein expression profiling by aptamer array	1	SS-2342591_v4.1_CADRE_Cord__HeparinPlasma.hybNorm.medNormInt.plateScale.calibrate.anmlQC.qcCheck.medNormSMP.adat	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2026/04/PAD000036/SS-2342591_v4.1_CADRE_Cord__HeparinPlasma.hybNorm.medNormInt.plateScale.calibrate.anmlQC.qcCheck.medNormSMP.adat	SomaScan Assay	v4.1	RFU	PLT25118	Raw RFU, Hyb Normalization, medNormInt (SampleId), plateScale, Calibration, anmlQC, qcCheck, medNormSMP	SomaScan 7K	SomaScan Assay v4.1	20%	NT=affinity-proteomics;VV=v1.0.0	NT=human;VV=v1.1.0	NT=somascan;VV=v1.0.0	v1.1.0	NT=sdrf-skills-autoresearch;VV=v0.0.0
PAD000036-10156	Homo sapiens	Blood	not available	not available	not available	10156	45	not applicable	blood plasma	PAD000036-r00046-10156	protein expression profiling by aptamer array	1	SS-2342591_v4.1_CADRE_Cord__HeparinPlasma.hybNorm.medNormInt.plateScale.calibrate.anmlQC.qcCheck.medNormSMP.adat	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2026/04/PAD000036/SS-2342591_v4.1_CADRE_Cord__HeparinPlasma.hybNorm.medNormInt.plateScale.calibrate.anmlQC.qcCheck.medNormSMP.adat	SomaScan Assay	v4.1	RFU	PLT25118	Raw RFU, Hyb Normalization, medNormInt (SampleId), plateScale, Calibration, anmlQC, qcCheck, medNormSMP	SomaScan 7K	SomaScan Assay v4.1	20%	NT=affinity-proteomics;VV=v1.0.0	NT=human;VV=v1.1.0	NT=somascan;VV=v1.0.0	v1.1.0	NT=sdrf-skills-autoresearch;VV=v0.0.0
PAD000036-200169	Homo sapiens	Blood	not available	not available	not available	not available	20	calibrator	blood;blood plasma;blood serum	PAD000036-r00047-200169	protein expression profiling by aptamer array	2	SS-2342591_v4.1_CADRE_Cord__HeparinPlasma.hybNorm.medNormInt.plateScale.calibrate.anmlQC.qcCheck.medNormSMP.adat	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2026/04/PAD000036/SS-2342591_v4.1_CADRE_Cord__HeparinPlasma.hybNorm.medNormInt.plateScale.calibrate.anmlQC.qcCheck.medNormSMP.adat	SomaScan Assay	v4.1	RFU	PLT25118	Raw RFU, Hyb Normalization, medNormInt (SampleId), plateScale, Calibration, anmlQC, qcCheck, medNormSMP	SomaScan 7K	SomaScan Assay v4.1	20%	NT=affinity-proteomics;VV=v1.0.0	NT=human;VV=v1.1.0	NT=somascan;VV=v1.0.0	v1.1.0	NT=sdrf-skills-autoresearch;VV=v0.0.0
PAD000036-782790	Homo sapiens	Blood	not available	not available	not available	11133	46	not applicable	blood plasma	PAD000036-r00048-782790	protein expression profiling by aptamer array	1	SS-2342591_v4.1_CADRE_Cord__HeparinPlasma.hybNorm.medNormInt.plateScale.calibrate.anmlQC.qcCheck.medNormSMP.adat	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2026/04/PAD000036/SS-2342591_v4.1_CADRE_Cord__HeparinPlasma.hybNorm.medNormInt.plateScale.calibrate.anmlQC.qcCheck.medNormSMP.adat	SomaScan Assay	v4.1	RFU	PLT25118	Raw RFU, Hyb Normalization, medNormInt (SampleId), plateScale, Calibration, anmlQC, qcCheck, medNormSMP	SomaScan 7K	SomaScan Assay v4.1	20%	NT=affinity-proteomics;VV=v1.0.0	NT=human;VV=v1.1.0	NT=somascan;VV=v1.0.0	v1.1.0	NT=sdrf-skills-autoresearch;VV=v0.0.0
PAD000036-136	Homo sapiens	Blood	not available	not available	not available	112	47	not applicable	blood plasma	PAD000036-r00049-136	protein expression profiling by aptamer array	1	SS-2342591_v4.1_CADRE_Cord__HeparinPlasma.hybNorm.medNormInt.plateScale.calibrate.anmlQC.qcCheck.medNormSMP.adat	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2026/04/PAD000036/SS-2342591_v4.1_CADRE_Cord__HeparinPlasma.hybNorm.medNormInt.plateScale.calibrate.anmlQC.qcCheck.medNormSMP.adat	SomaScan Assay	v4.1	RFU	PLT25118	Raw RFU, Hyb Normalization, medNormInt (SampleId), plateScale, Calibration, anmlQC, qcCheck, medNormSMP	SomaScan 7K	SomaScan Assay v4.1	20%	NT=affinity-proteomics;VV=v1.0.0	NT=human;VV=v1.1.0	NT=somascan;VV=v1.0.0	v1.1.0	NT=sdrf-skills-autoresearch;VV=v0.0.0
PAD000036-782782	Homo sapiens	Blood	not available	not available	not available	11112	48	not applicable	blood plasma	PAD000036-r00050-782782	protein expression profiling by aptamer array	1	SS-2342591_v4.1_CADRE_Cord__HeparinPlasma.hybNorm.medNormInt.plateScale.calibrate.anmlQC.qcCheck.medNormSMP.adat	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2026/04/PAD000036/SS-2342591_v4.1_CADRE_Cord__HeparinPlasma.hybNorm.medNormInt.plateScale.calibrate.anmlQC.qcCheck.medNormSMP.adat	SomaScan Assay	v4.1	RFU	PLT25118	Raw RFU, Hyb Normalization, medNormInt (SampleId), plateScale, Calibration, anmlQC, qcCheck, medNormSMP	SomaScan 7K	SomaScan Assay v4.1	20%	NT=affinity-proteomics;VV=v1.0.0	NT=human;VV=v1.1.0	NT=somascan;VV=v1.0.0	v1.1.0	NT=sdrf-skills-autoresearch;VV=v0.0.0
PAD000036-782797	Homo sapiens	Blood	not available	not available	not available	10857	49	not applicable	blood plasma	PAD000036-r00051-782797	protein expression profiling by aptamer array	1	SS-2342591_v4.1_CADRE_Cord__HeparinPlasma.hybNorm.medNormInt.plateScale.calibrate.anmlQC.qcCheck.medNormSMP.adat	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2026/04/PAD000036/SS-2342591_v4.1_CADRE_Cord__HeparinPlasma.hybNorm.medNormInt.plateScale.calibrate.anmlQC.qcCheck.medNormSMP.adat	SomaScan Assay	v4.1	RFU	PLT25118	Raw RFU, Hyb Normalization, medNormInt (SampleId), plateScale, Calibration, anmlQC, qcCheck, medNormSMP	SomaScan 7K	SomaScan Assay v4.1	20%	NT=affinity-proteomics;VV=v1.0.0	NT=human;VV=v1.1.0	NT=somascan;VV=v1.0.0	v1.1.0	NT=sdrf-skills-autoresearch;VV=v0.0.0
PAD000036-782767	Homo sapiens	Blood	not available	not available	not available	013	50	not applicable	blood plasma	PAD000036-r00052-782767	protein expression profiling by aptamer array	1	SS-2342591_v4.1_CADRE_Cord__HeparinPlasma.hybNorm.medNormInt.plateScale.calibrate.anmlQC.qcCheck.medNormSMP.adat	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2026/04/PAD000036/SS-2342591_v4.1_CADRE_Cord__HeparinPlasma.hybNorm.medNormInt.plateScale.calibrate.anmlQC.qcCheck.medNormSMP.adat	SomaScan Assay	v4.1	RFU	PLT25118	Raw RFU, Hyb Normalization, medNormInt (SampleId), plateScale, Calibration, anmlQC, qcCheck, medNormSMP	SomaScan 7K	SomaScan Assay v4.1	20%	NT=affinity-proteomics;VV=v1.0.0	NT=human;VV=v1.1.0	NT=somascan;VV=v1.0.0	v1.1.0	NT=sdrf-skills-autoresearch;VV=v0.0.0
PAD000036-10166	Homo sapiens	Blood	not available	not available	not available	10166	51	not applicable	blood plasma	PAD000036-r00053-10166	protein expression profiling by aptamer array	1	SS-2342591_v4.1_CADRE_Cord__HeparinPlasma.hybNorm.medNormInt.plateScale.calibrate.anmlQC.qcCheck.medNormSMP.adat	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2026/04/PAD000036/SS-2342591_v4.1_CADRE_Cord__HeparinPlasma.hybNorm.medNormInt.plateScale.calibrate.anmlQC.qcCheck.medNormSMP.adat	SomaScan Assay	v4.1	RFU	PLT25118	Raw RFU, Hyb Normalization, medNormInt (SampleId), plateScale, Calibration, anmlQC, qcCheck, medNormSMP	SomaScan 7K	SomaScan Assay v4.1	20%	NT=affinity-proteomics;VV=v1.0.0	NT=human;VV=v1.1.0	NT=somascan;VV=v1.0.0	v1.1.0	NT=sdrf-skills-autoresearch;VV=v0.0.0
PAD000036-200170	Homo sapiens	Blood	not available	not available	not available	not available	12	quality control sample	blood;blood plasma;blood serum	PAD000036-r00054-200170	protein expression profiling by aptamer array	2	SS-2342591_v4.1_CADRE_Cord__HeparinPlasma.hybNorm.medNormInt.plateScale.calibrate.anmlQC.qcCheck.medNormSMP.adat	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2026/04/PAD000036/SS-2342591_v4.1_CADRE_Cord__HeparinPlasma.hybNorm.medNormInt.plateScale.calibrate.anmlQC.qcCheck.medNormSMP.adat	SomaScan Assay	v4.1	RFU	PLT25118	Raw RFU, Hyb Normalization, medNormInt (SampleId), plateScale, Calibration, anmlQC, qcCheck, medNormSMP	SomaScan 7K	SomaScan Assay v4.1	20%	NT=affinity-proteomics;VV=v1.0.0	NT=human;VV=v1.1.0	NT=somascan;VV=v1.0.0	v1.1.0	NT=sdrf-skills-autoresearch;VV=v0.0.0
PAD000036-10017	Homo sapiens	Blood	not available	not available	not available	10017	52	not applicable	blood plasma	PAD000036-r00055-10017	protein expression profiling by aptamer array	1	SS-2342591_v4.1_CADRE_Cord__HeparinPlasma.hybNorm.medNormInt.plateScale.calibrate.anmlQC.qcCheck.medNormSMP.adat	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2026/04/PAD000036/SS-2342591_v4.1_CADRE_Cord__HeparinPlasma.hybNorm.medNormInt.plateScale.calibrate.anmlQC.qcCheck.medNormSMP.adat	SomaScan Assay	v4.1	RFU	PLT25118	Raw RFU, Hyb Normalization, medNormInt (SampleId), plateScale, Calibration, anmlQC, qcCheck, medNormSMP	SomaScan 7K	SomaScan Assay v4.1	20%	NT=affinity-proteomics;VV=v1.0.0	NT=human;VV=v1.1.0	NT=somascan;VV=v1.0.0	v1.1.0	NT=sdrf-skills-autoresearch;VV=v0.0.0
PAD000036-782766	Homo sapiens	Blood	not available	not available	not available	10398	53	not applicable	blood plasma	PAD000036-r00056-782766	protein expression profiling by aptamer array	1	SS-2342591_v4.1_CADRE_Cord__HeparinPlasma.hybNorm.medNormInt.plateScale.calibrate.anmlQC.qcCheck.medNormSMP.adat	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2026/04/PAD000036/SS-2342591_v4.1_CADRE_Cord__HeparinPlasma.hybNorm.medNormInt.plateScale.calibrate.anmlQC.qcCheck.medNormSMP.adat	SomaScan Assay	v4.1	RFU	PLT25118	Raw RFU, Hyb Normalization, medNormInt (SampleId), plateScale, Calibration, anmlQC, qcCheck, medNormSMP	SomaScan 7K	SomaScan Assay v4.1	20%	NT=affinity-proteomics;VV=v1.0.0	NT=human;VV=v1.1.0	NT=somascan;VV=v1.0.0	v1.1.0	NT=sdrf-skills-autoresearch;VV=v0.0.0
PAD000036-4141-Plasma00-10	Homo sapiens	Blood	not available	not available	not available	4141	54	not applicable	blood plasma	PAD000036-r00057-4141-Plasma00-10	protein expression profiling by aptamer array	1	SS-2342591_v4.1_CADRE_Cord__HeparinPlasma.hybNorm.medNormInt.plateScale.calibrate.anmlQC.qcCheck.medNormSMP.adat	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2026/04/PAD000036/SS-2342591_v4.1_CADRE_Cord__HeparinPlasma.hybNorm.medNormInt.plateScale.calibrate.anmlQC.qcCheck.medNormSMP.adat	SomaScan Assay	v4.1	RFU	PLT25118	Raw RFU, Hyb Normalization, medNormInt (SampleId), plateScale, Calibration, anmlQC, qcCheck, medNormSMP	SomaScan 7K	SomaScan Assay v4.1	20%	NT=affinity-proteomics;VV=v1.0.0	NT=human;VV=v1.1.0	NT=somascan;VV=v1.0.0	v1.1.0	NT=sdrf-skills-autoresearch;VV=v0.0.0
PAD000036-782783	Homo sapiens	Blood	not available	not available	not available	10967	55	not applicable	blood plasma	PAD000036-r00058-782783	protein expression profiling by aptamer array	1	SS-2342591_v4.1_CADRE_Cord__HeparinPlasma.hybNorm.medNormInt.plateScale.calibrate.anmlQC.qcCheck.medNormSMP.adat	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2026/04/PAD000036/SS-2342591_v4.1_CADRE_Cord__HeparinPlasma.hybNorm.medNormInt.plateScale.calibrate.anmlQC.qcCheck.medNormSMP.adat	SomaScan Assay	v4.1	RFU	PLT25118	Raw RFU, Hyb Normalization, medNormInt (SampleId), plateScale, Calibration, anmlQC, qcCheck, medNormSMP	SomaScan 7K	SomaScan Assay v4.1	20%	NT=affinity-proteomics;VV=v1.0.0	NT=human;VV=v1.1.0	NT=somascan;VV=v1.0.0	v1.1.0	NT=sdrf-skills-autoresearch;VV=v0.0.0
